Účet,Transfery,Popis,Kategorie,Datum,Částka
Unicredit,,Nájem - Kačka,Bydlení,15/12/2015,2 300.00
Hotovost,Unicredit,Výběr z bankomatu,,17/12/2015,1 000.00
Unicredit,Hotovost,Výběr z bankomatu,,17/12/2015,-1 000.00
Unicredit,,XCOM,AppStores,17/12/2015,-385.44
Hotovost,Unicredit,Výběr z bankomatu,,18/12/2015,600.00
Unicredit,Hotovost,Výběr z bankomatu,,18/12/2015,-600.00
Hotovost,Unicredit,Výběr z bankomatu,,21/12/2015,2 000.00
Unicredit,Hotovost,Výběr z bankomatu,,21/12/2015,-2 000.00
Hotovost,,Vánoce Dárky,Dárky,22/12/2015,-400.00
Hotovost,,Za poslední týden,Volný čas > Cigarety a drogy,23/12/2015,-229.00
Hotovost,,+ Junk (za poslední týden),Jídlo > Nákupy,23/12/2015,-1 600.00
Hotovost,,Brno - Brod,"Doprava > Vlaky, autobusy a jiné",23/12/2015,-90.00
Hotovost,,Za poslední týden,Volný čas > Párty,23/12/2015,-1 600.00
Unicredit,,Vánoce - nákupy,Dárky,23/12/2015,-4 985.00
Hotovost,,Vánoce,Dary,25/12/2015,2 700.00
Unicredit,,Launcher Pro,AppStores,25/12/2015,-53.39
Hotovost,,Vánoce,Dary,26/12/2015,1 000.00
Unicredit,,Brno - Internet,Bydlení > Další,26/12/2015,-429.00
Unicredit,,Nájem,Bydlení > Nájem,26/12/2015,-10 810.00
Hotovost,,Brno - Brod,"Doprava > Vlaky, autobusy a jiné",27/12/2015,-80.00
Hotovost,,Vánoce,Dary,27/12/2015,1 000.00
Hotovost,,Pujcka Zuzce,Další výdaje,28/12/2015,-400.00
Hotovost,,Stravování venku,Jídlo > Restaurace,28/12/2015,-135.00
Hotovost,,Štěpán + Silvestr,Volný čas > Párty,31/12/2015,-2 216.00
Unicredit,,Filip nájem,Bydlení,31/12/2015,4 500.00
Hotovost,,Piracetam,"Jídlo > Doplňky, nootropika a léky",03/01/2016,-215.00
Hotovost,,Nákupy,Jídlo > Nákupy,03/01/2016,-957.00
Hotovost,,kapesníky,Hygienické potřeby,03/01/2016,-50.00
Unicredit,,iTunes,AppStores,03/01/2016,-54.87
Unicredit,,Spotify,Služby > Poplatky a subscriptions,04/01/2016,-165.15
Hotovost,,Kafé v Hubu,Jídlo > Restaurace,05/01/2016,-25.00
Hotovost,,DMAE,"Jídlo > Doplňky, nootropika a léky",05/01/2016,-235.00
Unicredit,,Foxy,Freelance,05/01/2016,10 000.00
Hotovost,,Očištěno o transakce s GE bank,Další příjmy,06/01/2016,127 800.00
Unicredit,,Očištěno o transakce s GE,Další příjmy,06/01/2016,2 607.68
Hotovost,,Nákupy,Jídlo > Nákupy,07/01/2016,-113.00
Hotovost,,Pásky do futer,Majetek > Nábytek a vybavení,07/01/2016,-199.00
Hotovost,,Fotky na průkazky,Služby > Další,08/01/2016,-140.00
Unicredit,,Šalinkarta,Doprava > MHD,08/01/2016,-275.00
Unicredit,,Nákupy,Jídlo > Nákupy,08/01/2016,-280.80
Unicredit,,"Martinovi Prednému, za rozbitý display na PC ze Silvestra",Další výdaje,08/01/2016,-1 124.00
Hotovost,,Nákupy,Jídlo > Nákupy,09/01/2016,-30.00
Hotovost,,Cestovni Pas,Služby > Další,11/01/2016,-600.00
Hotovost,Unicredit,Výběr z bankomatu,,11/01/2016,800.00
Hotovost,,Brno - Brod,"Doprava > Vlaky, autobusy a jiné",11/01/2016,-200.00
Hotovost,,Stravování venku,Jídlo > Restaurace,11/01/2016,-15.00
Unicredit,,Nákupy,Jídlo > Nákupy,11/01/2016,-987.90
Unicredit,Hotovost,Výběr z bankomatu,,11/01/2016,-800.00
Unicredit,,Hub - nájem,Práce > Další,13/01/2016,-1 815.00
Unicredit,,Nájem - Kačka,Bydlení,13/01/2016,2 300.00
Hotovost,,Kafé v Hubu,Jídlo > Restaurace,15/01/2016,-25.00
Hotovost,,Nákupy,Jídlo > Nákupy,15/01/2016,-36.00
Hotovost,,Stravování venku,Jídlo > Restaurace,16/01/2016,-5.00
Hotovost,,Tyčinka v Hubu,Jídlo > Restaurace,17/01/2016,-30.00
Unicredit,,1Password,AppStores,17/01/2016,-1 378.51
Unicredit,,Nákupy,Jídlo > Nákupy,18/01/2016,-703.50
Hotovost,,Čajovna s Tížou,Volný čas > Párty,19/01/2016,-160.00
Hotovost,,Mozzarela salát v čajovně,Jídlo > Restaurace,19/01/2016,-90.00
Hotovost,Unicredit,Výběr z bankomatu,,19/01/2016,600.00
Hotovost,,Kafé v Hubu,Jídlo > Restaurace,19/01/2016,-25.00
Unicredit,Hotovost,Výběr z bankomatu,,19/01/2016,-600.00
Unicredit,,Brno - Internet,Bydlení > Další,20/01/2016,-478.99
Unicredit,,Nájem,Bydlení > Nájem,20/01/2016,-10 810.00
Unicredit,,Yoink,AppStores,20/01/2016,-82.42
Unicredit,,Nákupy,Jídlo > Nákupy,20/01/2016,-71.80
Hotovost,,Maternova oslava,Volný čas > Párty,22/01/2016,-470.00
Hotovost,,Cigarety + drogy,Volný čas > Cigarety a drogy,22/01/2016,-100.00
Hotovost,Unicredit,Výběr z bankomatu,,22/01/2016,1 000.00
Unicredit,Hotovost,Výběr z bankomatu,,22/01/2016,-1 000.00
Unicredit,,Filip nájem,Bydlení,22/01/2016,4 500.00
Hotovost,,Nákupy,Jídlo > Nákupy,25/01/2016,-186.00
Hotovost,,Kafé,Volný čas > Schůzky,25/01/2016,-50.00
Hotovost,,Nákupy,Jídlo > Nákupy,27/01/2016,-80.00
Hotovost,,Stravování venku,Jídlo > Restaurace,27/01/2016,-90.00
Unicredit,,Skillshare - 3 měsíce,"Rozvoj a vzdělání > Přednášky, konference a kurzy",27/01/2016,-24.94
Unicredit,,webhosting,Služby > Poplatky a subscriptions,27/01/2016,-363.00
Hotovost,,Nadávání v Hubu,Práce > Další,28/01/2016,-20.00
Hotovost,,Na flašku pro ondru,Volný čas > Párty,28/01/2016,-100.00
Unicredit,,Hygienické potřeby,Hygienické potřeby,28/01/2016,-88.70
Unicredit,,Nákupy,Jídlo > Nákupy,28/01/2016,-1 069.10
Hotovost,,Zuzka za burgery,Další příjmy,30/01/2016,300.00
Unicredit,,Burgery,Jídlo > Restaurace,30/01/2016,-379.00
Unicredit,,Airmail,AppStores,01/02/2016,-137.56
Unicredit,,Hub - nájem,Práce > Další,01/02/2016,-1 556.00
Unicredit,,poplatek za sa sms,Služby > Poplatky a subscriptions,01/02/2016,-50.00
Hotovost,,Holič,Služby > Holič,02/02/2016,-350.00
Hotovost,Unicredit,Výběr z bankomatu,,02/02/2016,1 000.00
Unicredit,,Foxy,Freelance,02/02/2016,10 900.00
Unicredit,,Spotify,Služby > Poplatky a subscriptions,02/02/2016,-165.15
Unicredit,,Nákupy,Jídlo > Nákupy,02/02/2016,-680.10
Unicredit,Hotovost,Výběr z bankomatu,,02/02/2016,-1 000.00
Hotovost,,3x paleo tyčinka,Jídlo > Nákupy,03/02/2016,-100.00
Unicredit,,Síť houpací,Práce > Další,03/02/2016,-1 520.00
Unicredit,,Greedy Cave,AppStores,04/02/2016,-26.72
Hotovost,,Nákup v tescu,Volný čas > Párty,05/02/2016,-180.00
Hotovost,,Nákupy,Jídlo > Nákupy,05/02/2016,-70.00
Unicredit,,Facebook reklamy pro Gylbio.cz,Freelance,05/02/2016,1 500.00
Hotovost,,Yufka + pivo,Jídlo > Restaurace,06/02/2016,-80.00
Hotovost,,Rosice,"Doprava > Vlaky, autobusy a jiné",06/02/2016,-20.00
Hotovost,,"Nevím, za co",Další výdaje,07/02/2016,-137.00
Unicredit,,Nákupy,Jídlo > Nákupy,08/02/2016,-111.30
Unicredit,,Šalinkarta,Doprava > MHD,08/02/2016,-580.00
Unicredit,,iPhone,Další příjmy,08/02/2016,5 500.00
Hotovost,,Oslava Narozenin,Volný čas > Párty,09/02/2016,-600.00
Hotovost,,Za síť,Další příjmy,09/02/2016,312.00
Unicredit,,Stravování venku,Jídlo > Restaurace,10/02/2016,-194.00
Hotovost,,Pijatika v Brodě,Volný čas > Párty,12/02/2016,-430.00
Hotovost,,Brno - Brod,"Doprava > Vlaky, autobusy a jiné",12/02/2016,-80.00
Hotovost,,Mamka + babička k narozeninám,Dary,12/02/2016,1 000.00
Hotovost,,S Radimem na pivu,Volný čas > Párty,13/02/2016,-200.00
Hotovost,,Jiné,Doprava > Další,13/02/2016,-14.00
Hotovost,,Brno - Brod,"Doprava > Vlaky, autobusy a jiné",14/02/2016,-100.00
Hotovost,,Narozeniny - Babička bánov,Dary,14/02/2016,1 000.00
Hotovost,,Taťka k narozenínám,Dary,14/02/2016,1 000.00
Unicredit,,Někde chybka,Další výdaje,14/02/2016,-28.13
Hotovost,,Nákupy,Jídlo > Nákupy,15/02/2016,-50.00
Unicredit,,Nájem - Kačka,Bydlení,15/02/2016,2 300.00
Unicredit,,Nákupy,Jídlo > Nákupy,17/02/2016,-705.10
Unicredit,,Kauce,Bydlení > Nájem,18/02/2016,-11 800.00
Unicredit,,Brno - Internet,Bydlení > Další,18/02/2016,-478.99
Hotovost,,S Kadlecem a Harackým,Volný čas > Párty,19/02/2016,-300.00
Unicredit,,Filip nájem,Bydlení,19/02/2016,4 500.00
Hotovost,,Junk,Jídlo > Nákupy,20/02/2016,-86.00
Unicredit,,Nájem,Bydlení > Nájem,21/02/2016,-10 810.00
Unicredit,,Finanční svoboda,"Rozvoj a vzdělání > Přednášky, konference a kurzy",21/02/2016,-290.00
Unicredit,,Výplata Machekovi,Práce > Další,22/02/2016,-600.00
Unicredit,,Jiné,Bydlení > Další,22/02/2016,-15 000.00
Hotovost,,U Beránka,Jídlo > Restaurace,23/02/2016,-300.00
Hotovost,,Stravování venku,Jídlo > Restaurace,24/02/2016,-80.00
Unicredit,,"Mikrovlnka, Konvice, Váha + Zuzce klávesnice",Majetek > Nábytek a vybavení,24/02/2016,-3 651.00
Hotovost,,blbosti,Majetek > Nábytek a vybavení,26/02/2016,-260.00
Unicredit,,Vrácení Kurzu Finanční svoboda,Další příjmy,26/02/2016,290.00
Hotovost,,Nákupy,Jídlo > Nákupy,28/02/2016,-81.00
Hotovost,,Neseděli účty,Další výdaje,28/02/2016,-370.00
Unicredit,,Nákupy,Jídlo > Nákupy,28/02/2016,-208.30
Hotovost,,Stěhování gauče,Majetek > Nábytek a vybavení,29/02/2016,-250.00
Unicredit,,Nájem - Hub,Práce > Další,01/03/2016,-936.00
Hotovost,,Stravování venku,Jídlo > Restaurace,02/03/2016,-90.00
Unicredit,,Spotify,Služby > Poplatky a subscriptions,02/03/2016,-165.27
Unicredit,,Zuzka nájem + další,Bydlení,02/03/2016,12 153.00
Hotovost,,Junk,Jídlo > Nákupy,03/03/2016,-40.00
Hotovost,,Stravování venku,Jídlo > Restaurace,03/03/2016,-140.00
Unicredit,,Apple TV,Majetek > Elektronika,03/03/2016,-4 890.00
Unicredit,,Vyrovnání s novým nájemníkem,Bydlení,03/03/2016,4 500.00
Unicredit,,Foxy,Freelance,03/03/2016,11 000.00
Hotovost,,Víno k Radkovi na oslavu,Volný čas > Párty,04/03/2016,-135.00
Hotovost,,Cigarety + drogy,Volný čas > Cigarety a drogy,04/03/2016,-100.00
Hotovost,Unicredit,Výběr z bankomatu,,04/03/2016,1 000.00
Unicredit,Hotovost,Výběr z bankomatu,,04/03/2016,-1 000.00
Hotovost,,Brno - Brod,"Doprava > Vlaky, autobusy a jiné",05/03/2016,-14.00
Hotovost,,Brno - Brod,"Doprava > Vlaky, autobusy a jiné",05/03/2016,-100.00
Hotovost,,Junk,Jídlo > Nákupy,05/03/2016,-205.00
Hotovost,,Brno - Brod,"Doprava > Vlaky, autobusy a jiné",06/03/2016,-80.00
Unicredit,,Jiné,Bydlení > Další,07/03/2016,-16 695.00
Unicredit,,Polička do koupelny,Majetek > Další,07/03/2016,-1 427.00
Unicredit,,Nákupy,Jídlo > Nákupy,07/03/2016,-2 408.00
Unicredit,,Nájem,Bydlení > Nájem,07/03/2016,-11 800.00
Unicredit,,MHD - Brno,Doprava > MHD,08/03/2016,-1 370.00
Unicredit,,Nákupy,Jídlo > Nákupy,08/03/2016,-251.80
Unicredit,,Vratka Mall.cz,Další příjmy,09/03/2016,514.00
Unicredit,,Zuzka nájem + další,Bydlení,09/03/2016,15 237.00
Unicredit,,JIC - seminář,"Rozvoj a vzdělání > Přednášky, konference a kurzy",10/03/2016,-100.00
Unicredit,,iTunes,AppStores,10/03/2016,-27.31
Hotovost,,Junk,Jídlo > Nákupy,11/03/2016,-117.00
Hotovost,,M,Volný čas > Cigarety a drogy,11/03/2016,-500.00
Hotovost,,Junk,Jídlo > Nákupy,11/03/2016,-258.00
Unicredit,,Doména dusanvystrcil.cz,Služby > Poplatky a subscriptions,13/03/2016,-151.00
Unicredit,,Výplata Machekovi,Práce > Další,14/03/2016,-600.00
Hotovost,,Školení - Tížek,Freelance,15/03/2016,880.00
Hotovost,,Holič,Služby > Holič,15/03/2016,-300.00
Hotovost,,Dopis,Služby > Další,15/03/2016,-17.00
Hotovost,Unicredit,Výběr z bankomatu,,15/03/2016,800.00
Unicredit,,Nákupy,Jídlo > Nákupy,15/03/2016,-1 050.00
Unicredit,Hotovost,Výběr z bankomatu,,15/03/2016,-800.00
Hotovost,,SKOG - mastermind,Volný čas > Schůzky,16/03/2016,-80.00
Unicredit,,Kolaxial kabel,Majetek > Další,16/03/2016,-228.00
Hotovost,,Polévka + řepa v Hubu,Jídlo > Restaurace,17/03/2016,-60.00
Hotovost,,Cigarety + drogy,Volný čas > Cigarety a drogy,18/03/2016,-100.00
Hotovost,,Víno + mandle,Volný čas > Párty,18/03/2016,-160.00
Unicredit,,Nákup na Lysou Horu,Jídlo > Nákupy,18/03/2016,-2 026.42
Unicredit,,Vratka Mall.cz,Další příjmy,18/03/2016,209.00
Hotovost,,Na vrchu Lysé,Jídlo > Restaurace,19/03/2016,-150.00
Hotovost,,Na Lysou,"Doprava > Vlaky, autobusy a jiné",20/03/2016,-600.00
Hotovost,,Nákup na Lysou - zuzka,Další příjmy,22/03/2016,200.00
Hotovost,,Stravování venku,Jídlo > Restaurace,22/03/2016,-100.00
Hotovost,,Nevím ani za co už,Volný čas > Párty,22/03/2016,-130.00
Unicredit,,Za jídlo na chatu,Další příjmy,22/03/2016,1 094.00
Unicredit,,Damejidlo,Jídlo > Delivery,22/03/2016,-311.00
Unicredit,,Kroměříž,Jídlo > Restaurace,22/03/2016,-238.00
Unicredit,,Infuse,AppStores,22/03/2016,-273.53
Hotovost,,Junk,Jídlo > Nákupy,23/03/2016,-100.00
Hotovost,,Nákup na Lysou - Matej,Další příjmy,23/03/2016,123.00
Unicredit,,Oudiho oslava,Volný čas > Párty,23/03/2016,-400.00
Unicredit,,Cons,Oblečení,23/03/2016,-1 990.00
Hotovost,Unicredit,Výběr z bankomatu,,24/03/2016,1 000.00
Hotovost,,Junk,Jídlo > Nákupy,24/03/2016,-50.00
Unicredit,Hotovost,Výběr z bankomatu,,24/03/2016,-1 000.00
Hotovost,,Kafé v Hubu,Volný čas > Schůzky,25/03/2016,-25.00
Hotovost,,Cigarety + drogy,Volný čas > Cigarety a drogy,25/03/2016,-120.00
Unicredit,,Brno - Brod,"Doprava > Vlaky, autobusy a jiné",25/03/2016,-119.00
Hotovost,,"S Liborem, Koncert, Velikonoce",Volný čas > Párty,30/03/2016,-441.00
Unicredit,,Nákupy,Jídlo > Nákupy,30/03/2016,-853.00
Hotovost,,Mastermind + Pivo,Volný čas > Párty,31/03/2016,-415.00
Unicredit,,Spotify,Služby > Poplatky a subscriptions,01/04/2016,-165.41
Unicredit,,"Knihy - na svícu pro Radiča, mamce k narozeninám",Dárky,01/04/2016,-698.00
Hotovost,,Japko - hraní,Další příjmy,02/04/2016,155.00
Hotovost,,Brno - Brod,"Doprava > Vlaky, autobusy a jiné",02/04/2016,-90.00
Hotovost,,Brno - Brod,"Doprava > Vlaky, autobusy a jiné",03/04/2016,-80.00
Unicredit,,Zuzka,Bydlení,04/04/2016,929.00
Unicredit,,Nájem - Hub,Práce > Další,05/04/2016,-1 815.00
Unicredit,,Někde chyba,Další příjmy,05/04/2016,952.70
Unicredit,,Foxy,Freelance,05/04/2016,16 500.00
Hotovost,,Nákupy,Jídlo > Nákupy,06/04/2016,-190.00
Unicredit,,VZP-pojistné,Práce > VZP,06/04/2016,-1 823.00
Unicredit,,VZP-pojistné,Práce > VZP,06/04/2016,-1 337.00
Unicredit,,Nákupy,Jídlo > Nákupy,06/04/2016,-1 229.00
Unicredit,,živnost,Práce > Daně a FÚ,06/04/2016,-1 000.00
Hotovost,,Brno - Brod,"Doprava > Vlaky, autobusy a jiné",07/04/2016,-50.00
Hotovost,,Pivo se Zuzkou,Volný čas > Párty,07/04/2016,-50.00
Hotovost,,Polévka v Hubu,Jídlo > Restaurace,07/04/2016,-40.00
Hotovost,,Pujčení kostýmu,Volný čas > Párty,07/04/2016,-300.00
Hotovost,Unicredit,Výběr z bankomatu,,07/04/2016,2 000.00
Unicredit,Hotovost,Výběr z bankomatu,,07/04/2016,-2 000.00
Hotovost,,Hub - narozeniny,Volný čas > Párty,08/04/2016,-417.00
Unicredit,,Junk,Jídlo > Nákupy,09/04/2016,-189.00
Hotovost,,Kino se Zuzkou,Volný čas > Kulturní akce,10/04/2016,-389.00
Hotovost,,Junk,Jídlo > Nákupy,10/04/2016,-70.00
Hotovost,,Stravování venku,Jídlo > Restaurace,11/04/2016,-174.00
Hotovost,Unicredit,Výběr z bankomatu,,11/04/2016,1 000.00
Hotovost,,Nabití kreditu do Hubu,Práce > Další,11/04/2016,-500.00
Hotovost,,Kafé v Hubu,Jídlo > Restaurace,11/04/2016,-20.00
Unicredit,,RWE - plyn,Bydlení > Energie,11/04/2016,-200.00
Unicredit,,Nájem,Bydlení > Nájem,11/04/2016,-11 800.00
Unicredit,,Nákupy,Jídlo > Nákupy,11/04/2016,-1 205.00
Unicredit,Hotovost,Výběr z bankomatu,,11/04/2016,-1 000.00
Hotovost,,Ptakustik,Volný čas > Párty,12/04/2016,-500.00
Hotovost,,Stravování venku,Jídlo > Restaurace,12/04/2016,-90.00
Hotovost,,Nákupy,Jídlo > Nákupy,14/04/2016,-168.00
Hotovost,,Tyčinky Paleo,Jídlo > Nákupy,14/04/2016,-300.00
Hotovost,,Na stojáka,Volný čas > Párty,15/04/2016,-400.00
Hotovost,,Cigarety + drogy,Volný čas > Cigarety a drogy,15/04/2016,-200.00
Hotovost,,Nadávky,Práce > Další,15/04/2016,-20.00
Hotovost,,Oběd,Jídlo > Restaurace,15/04/2016,-200.00
Hotovost,Unicredit,Výběr z bankomatu,,15/04/2016,1 200.00
Unicredit,Hotovost,Výběr z bankomatu,,15/04/2016,-1 200.00
Hotovost,,Zoo,Volný čas > Kulturní akce,16/04/2016,-100.00
Hotovost,,Brambůrky + pivo,Jídlo > Nákupy,17/04/2016,-190.00
Unicredit,,Nákupy,Jídlo > Nákupy,18/04/2016,-1 449.00
Unicredit,,Startup Weekend,"Rozvoj a vzdělání > Přednášky, konference a kurzy",18/04/2016,-690.00
Hotovost,,Cigarety + drogy,Volný čas > Cigarety a drogy,19/04/2016,-100.00
Hotovost,Unicredit,Výběr z bankomatu,,19/04/2016,1 000.00
Unicredit,Hotovost,Výběr z bankomatu,,19/04/2016,-1 000.00
Unicredit,,Ge Money vrácení,Další příjmy,19/04/2016,366.08
Unicredit,,JIC - seminář,"Rozvoj a vzdělání > Přednášky, konference a kurzy",19/04/2016,-100.00
Hotovost,,Na stojáka + plechy na party doma,Volný čas > Párty,20/04/2016,-353.00
Hotovost,,Cigarety + drogy,Volný čas > Cigarety a drogy,20/04/2016,-100.00
Hotovost,,Marketingový škopek,Volný čas > Párty,20/04/2016,-179.00
Unicredit,,Junk,Jídlo > Nákupy,21/04/2016,-368.00
Hotovost,,Stravování venku,Jídlo > Restaurace,22/04/2016,-115.00
Hotovost,Unicredit,Výběr z bankomatu,,23/04/2016,1 000.00
Hotovost,,Jerky,Jídlo > Nákupy,23/04/2016,-100.00
Unicredit,Hotovost,Výběr z bankomatu,,23/04/2016,-1 000.00
Hotovost,,Startup Weekend,Volný čas > Párty,24/04/2016,-210.00
Hotovost,,Holič + pomáda,Služby > Holič,26/04/2016,-350.00
Unicredit,,Nákupy,Jídlo > Nákupy,26/04/2016,-983.00
Unicredit,,Zuzka nájem + další,Bydlení,27/04/2016,8 417.00
Unicredit,,Subtitles,AppStores,28/04/2016,-288.82
Unicredit,,Nákupy,Jídlo > Nákupy,29/04/2016,-979.00
Unicredit,,Kettlebell + rukavice,Majetek > Další,29/04/2016,-1 238.00
Hotovost,,Junk,Jídlo > Nákupy,30/04/2016,-100.00
Hotovost,,Cigarety + drogy,Volný čas > Cigarety a drogy,30/04/2016,-100.00
Hotovost,,Čarodějáles,Volný čas > Párty,30/04/2016,-277.00
Unicredit,,Nákupy,Jídlo > Nákupy,02/05/2016,-1 044.00
Unicredit,,Nájem - Hub,Práce > Další,02/05/2016,-1 815.00
Unicredit,,Výplata Machekovi,Práce > Další,02/05/2016,-600.00
Unicredit,,Markétě za minulý víkend,Volný čas > Párty,02/05/2016,-500.00
Unicredit,,Spotify,Služby > Poplatky a subscriptions,03/05/2016,-165.27
Hotovost,,Respekt,Rozvoj a vzdělání > Další,05/05/2016,-42.00
Hotovost,,Cigarety + drogy,Volný čas > Cigarety a drogy,05/05/2016,-100.00
Unicredit,,VZP-pojistné,Práce > VZP,05/05/2016,-1 823.00
Unicredit,,OSSZ - důchodové pojištění,Práce > OSSZ,05/05/2016,-1 972.00
Unicredit,,RWE - plyn,Bydlení > Energie,05/05/2016,-200.00
Unicredit,,RWE - elektřina,Bydlení > Energie,05/05/2016,-790.00
Unicredit,,Nájem,Bydlení > Nájem,05/05/2016,-11 800.00
Unicredit,,Někde chyba,Další výdaje,05/05/2016,-864.00
Unicredit,,Foxy,Freelance,05/05/2016,16 500.00
Hotovost,,Taverna,Jídlo > Restaurace,06/05/2016,-200.00
Hotovost,,Na Stojáka,Volný čas > Párty,06/05/2016,-281.00
Hotovost,,Quido - Se Zuzkou,Volný čas > Párty,06/05/2016,-70.00
Hotovost,Unicredit,Výběr z bankomatu,,06/05/2016,1 000.00
Unicredit,Hotovost,Výběr z bankomatu,,06/05/2016,-1 000.00
Unicredit,,Bwin,Služby > Další,06/05/2016,-250.00
Hotovost,,K hokeji na fandění,Volný čas > Párty,07/05/2016,-107.00
Hotovost,,Piknik,Jídlo > Restaurace,08/05/2016,-217.00
Unicredit,,Nákupy,Jídlo > Nákupy,09/05/2016,-1 288.00
Unicredit,,Nákupy,Jídlo > Nákupy,10/05/2016,-140.20
Hotovost,,"Tesco - žvýkačky, izolepa",Práce > Další,13/05/2016,-31.00
Unicredit,,Nákupy,Jídlo > Nákupy,13/05/2016,-822.00
Unicredit,,Workshop - PPC Ninja,"Rozvoj a vzdělání > Přednášky, konference a kurzy",15/05/2016,-593.00
Unicredit,,Nákupy,Jídlo > Nákupy,16/05/2016,-1 319.00
Hotovost,,Party,Volný čas > Párty,17/05/2016,-92.00
Unicredit,,K hokeji,Jídlo > Nákupy,17/05/2016,-312.40
Unicredit,,Mamka - Gemnet,Služby > Poplatky a subscriptions,17/05/2016,-300.00
Hotovost,,Junk,Jídlo > Nákupy,19/05/2016,-128.00
Hotovost,,Party,Volný čas > Párty,20/05/2016,-526.00
Hotovost,,Dárek pro Tížu + víno,Volný čas > Párty,20/05/2016,-219.00
Hotovost,,Subway,Jídlo > Restaurace,20/05/2016,-149.00
Hotovost,,Pivo v Huse,Volný čas > Párty,20/05/2016,-40.00
Hotovost,Unicredit,Výběr z bankomatu,,20/05/2016,1 200.00
Unicredit,Hotovost,Výběr z bankomatu,,20/05/2016,-1 200.00
Hotovost,,Pub kvíz,Volný čas > Párty,23/05/2016,-190.00
Hotovost,,Od Zuzky cash,Bydlení,23/05/2016,1 000.00
Hotovost,,Stravování venku,Jídlo > Restaurace,23/05/2016,-120.00
Unicredit,,Melvil střeva,Rozvoj a vzdělání > Knihy,23/05/2016,-148.35
Unicredit,,???,Další výdaje,23/05/2016,-53.58
Unicredit,,Nákupy,Jídlo > Nákupy,24/05/2016,-1 344.00
Hotovost,,Civilka - Melodka,Volný čas > Párty,28/05/2016,-785.00
Hotovost,Unicredit,Výběr z bankomatu,,28/05/2016,1 000.00
Hotovost,,Street Food Festival,Jídlo > Restaurace,28/05/2016,-364.00
Hotovost,,Civilka + Zoči Voči vstup,Volný čas > Kulturní akce,28/05/2016,-380.00
Unicredit,Hotovost,Výběr z bankomatu,,28/05/2016,-1 000.00
Hotovost,,Nákupy,Jídlo > Nákupy,29/05/2016,-88.00
Unicredit,,Nákupy,Jídlo > Nákupy,30/05/2016,-1 323.00
Unicredit,,Praha - Brno,"Doprava > Vlaky, autobusy a jiné",30/05/2016,-420.00
Unicredit,,Zuzka nájem + další,Bydlení,31/05/2016,8 510.00
Hotovost,,MHD Praha,Doprava > MHD,01/06/2016,-110.00
Unicredit,,Seminář s Lorinzem 30.6.,"Rozvoj a vzdělání > Přednášky, konference a kurzy",01/06/2016,-3 025.00
Hotovost,,S Calíkem v Praze,Volný čas > Párty,02/06/2016,-365.00
Hotovost,,Praha,Jídlo > Restaurace,02/06/2016,-272.00
Hotovost,Unicredit,Výběr z bankomatu,,02/06/2016,1 000.00
Unicredit,,Burger,Jídlo > Restaurace,02/06/2016,-208.00
Unicredit,Hotovost,Výběr z bankomatu,,02/06/2016,-1 000.00
Unicredit,,Spotify,Služby > Poplatky a subscriptions,02/06/2016,-165.17
Hotovost,,Cigarety + drogy,Volný čas > Cigarety a drogy,03/06/2016,-200.00
Hotovost,,Od Turečků k svátku a narozeninám,Dary,03/06/2016,1 500.00
